      az(d)       el(d) polygon_ids
-144.000000   -6.000000 4
-142.000000   -6.000000 4
-140.000000   -6.000000 4
-138.000000   -6.000000 4
-136.000000   -6.000000 4
-134.000000   -6.000000 4
-132.000000   -6.000000 4
-130.000000   -6.000000 4
-128.000000   -6.000000 4
-126.000000   -6.000000 4
-124.000000   -6.000000 4
-122.000000   -6.000000 4
-120.000000   -6.000000 4
-118.000000   -6.000000 4
-116.000000   -6.000000 4
-114.000000   -6.000000 4
-112.000000   -6.000000 4
-110.000000   -6.000000 4
-108.000000   -6.000000 4
-106.000000   -6.000000 4
-104.000000   -6.000000 4
-102.000000   -6.000000 4
-100.000000   -6.000000 4
 -98.000000   -6.000000 4
 -96.000000   -6.000000 4
 -94.000000   -6.000000 4
 -92.000000   -6.000000 4
 -90.000000   -6.000000 4
 -88.000000   -6.000000 4
 -86.000000   -6.000000 4
 -84.000000   -6.000000 4
 -82.000000   -6.000000 4
 -80.000000   -6.000000 4
 -78.000000   -6.000000 4
 -76.000000   -6.000000 4
 -74.000000   -6.000000 4
 -72.000000   -6.000000 4
 -70.000000   -6.000000 4
 -68.000000   -6.000000 4
 -66.000000   -6.000000 4
 -64.000000   -6.000000 4
 -62.000000   -6.000000 4
 -60.000000   -6.000000 4
 -58.000000   -6.000000 4
 -56.000000   -6.000000 4
 -54.000000   -6.000000 4
 -52.000000   -6.000000 4
 -50.000000   -6.000000 4
 -48.000000   -6.000000 4
 -46.000000   -6.000000 4
 -44.000000   -6.000000 4
 -42.000000   -6.000000 4
 -40.000000   -6.000000 4
 -38.000000   -6.000000 4
 -36.000000   -6.000000 4
 -34.000000   -6.000000 4
 -32.000000   -6.000000 4
 -30.000000   -6.000000 4
 -28.000000   -6.000000 4
 -26.000000   -6.000000 4
 -24.000000   -6.000000 4
 -22.000000   -6.000000 4
 -20.000000   -6.000000 4
 -18.000000   -6.000000 4
 -16.000000   -6.000000 4
 -14.000000   -6.000000 4
 -12.000000   -6.000000 4
 -10.000000   -6.000000 4
  -8.000000   -6.000000 4
  -6.000000   -6.000000 4
  -4.000000   -6.000000 4
  -2.000000   -6.000000 4
   0.000000   -6.000000 3 4
   2.000000   -6.000000 3
   4.000000   -6.000000 3
   6.000000   -6.000000 3
   8.000000   -6.000000 3
  10.000000   -6.000000 3
  12.000000   -6.000000 3
  14.000000   -6.000000 3
  16.000000   -6.000000 3
  18.000000   -6.000000 3
  20.000000   -6.000000 3
  22.000000   -6.000000 3
  24.000000   -6.000000 3
  26.000000   -6.000000 3
  28.000000   -6.000000 3
  30.000000   -6.000000 3
  32.000000   -6.000000 3
  34.000000   -6.000000 3
  36.000000   -6.000000 3
  38.000000   -6.000000 3
  40.000000   -6.000000 3
  42.000000   -6.000000 3
  44.000000   -6.000000 3
  46.000000   -6.000000 3
  48.000000   -6.000000 3
  50.000000   -6.000000 3
  52.000000   -6.000000 3
  54.000000   -6.000000 3
  56.000000   -6.000000 3
  58.000000   -6.000000 3
  60.000000   -6.000000 3
  62.000000   -6.000000 3
  64.000000   -6.000000 3
  66.000000   -6.000000 3
  68.000000   -6.000000 3
  70.000000   -6.000000 3
  72.000000   -6.000000 3
  74.000000   -6.000000 3
  76.000000   -6.000000 3
  78.000000   -6.000000 3
  80.000000   -6.000000 3
  82.000000   -6.000000 3
  84.000000   -6.000000 3
  86.000000   -6.000000 3
  88.000000   -6.000000 3
  90.000000   -6.000000 3
  92.000000   -6.000000 3
  94.000000   -6.000000 3
  96.000000   -6.000000 3
  98.000000   -6.000000 3
 100.000000   -6.000000 3
 102.000000   -6.000000 3
 104.000000   -6.000000 3
 106.000000   -6.000000 3
 108.000000   -6.000000 3
 110.000000   -6.000000 3
 112.000000   -6.000000 3
 114.000000   -6.000000 3
 116.000000   -6.000000 3
 118.000000   -6.000000 3
 120.000000   -6.000000 3
 122.000000   -6.000000 3
 124.000000   -6.000000 3
 126.000000   -6.000000 3
 128.000000   -6.000000 3
 130.000000   -6.000000 3
 132.000000   -6.000000 3
 134.000000   -6.000000 3
 136.000000   -6.000000 3
 138.000000   -6.000000 3
 140.000000   -6.000000 3
 142.000000   -6.000000 3
 144.000000   -6.000000 3
 146.000000   -6.000000 3
 148.000000   -6.000000 3
 150.000000   -6.000000 3
 152.000000   -6.000000 3
 154.000000   -6.000000 3
 156.000000   -6.000000 3
 158.000000   -6.000000 3
 160.000000   -6.000000 3
 162.000000   -6.000000 3
 164.000000   -6.000000 3
 166.000000   -6.000000 3
 168.000000   -6.000000 3
 170.000000   -6.000000 3
 172.000000   -6.000000 3
 174.000000   -6.000000 3
 176.000000   -6.000000 3
 178.000000   -6.000000 3
 180.000000   -6.000000 3 4
-180.000000   -4.000000 3 4
-178.000000   -4.000000 4
-176.000000   -4.000000 4
-174.000000   -4.000000 4
-172.000000   -4.000000 4
-170.000000   -4.000000 4
-168.000000   -4.000000 4
-166.000000   -4.000000 4
-164.000000   -4.000000 4
-162.000000   -4.000000 4
-160.000000   -4.000000 4
-158.000000   -4.000000 4
-156.000000   -4.000000 4
-154.000000   -4.000000 4
-152.000000   -4.000000 4
-150.000000   -4.000000 4
-148.000000   -4.000000 4
-146.000000   -4.000000 4
-144.000000   -4.000000 4
-142.000000   -4.000000 4
-140.000000   -4.000000 4
-138.000000   -4.000000 4
-136.000000   -4.000000 4
-134.000000   -4.000000 4
-132.000000   -4.000000 4
-130.000000   -4.000000 4
-128.000000   -4.000000 4
-126.000000   -4.000000 4
-124.000000   -4.000000 4
-122.000000   -4.000000 4
-120.000000   -4.000000 4
-118.000000   -4.000000 4
-116.000000   -4.000000 4
-114.000000   -4.000000 4
-112.000000   -4.000000 4
-110.000000   -4.000000 4
-108.000000   -4.000000 4
-106.000000   -4.000000 4
-104.000000   -4.000000 4
-102.000000   -4.000000 4
-100.000000   -4.000000 4
 -98.000000   -4.000000 4
 -96.000000   -4.000000 4
 -94.000000   -4.000000 4
 -92.000000   -4.000000 4
 -90.000000   -4.000000 4
 -88.000000   -4.000000 4
 -86.000000   -4.000000 4
 -84.000000   -4.000000 4
 -82.000000   -4.000000 4
 -80.000000   -4.000000 4
 -78.000000   -4.000000 4
 -76.000000   -4.000000 4
 -74.000000   -4.000000 4
 -72.000000   -4.000000 4
 -70.000000   -4.000000 4
 -68.000000   -4.000000 4
 -66.000000   -4.000000 4
 -64.000000   -4.000000 4
 -62.000000   -4.000000 4
 -60.000000   -4.000000 4
 -58.000000   -4.000000 4
 -56.000000   -4.000000 4
 -54.000000   -4.000000 4
 -52.000000   -4.000000 4
 -50.000000   -4.000000 4
 -48.000000   -4.000000 4
 -46.000000   -4.000000 4
 -44.000000   -4.000000 4
 -42.000000   -4.000000 4
 -40.000000   -4.000000 4
 -38.000000   -4.000000 4
 -36.000000   -4.000000 4
 -34.000000   -4.000000 4
 -32.000000   -4.000000 4
 -30.000000   -4.000000 4
 -28.000000   -4.000000 4
 -26.000000   -4.000000 4
 -24.000000   -4.000000 4
 -22.000000   -4.000000 4
 -20.000000   -4.000000 4
 -18.000000   -4.000000 4
 -16.000000   -4.000000 4
 -14.000000   -4.000000 4
 -12.000000   -4.000000 4
 -10.000000   -4.000000 4
  -8.000000   -4.000000 4
  -6.000000   -4.000000 4
  -4.000000   -4.000000 4
  -2.000000   -4.000000 4
   0.000000   -4.000000 3 4
   2.000000   -4.000000 3
   4.000000   -4.000000 3
   6.000000   -4.000000 3
   8.000000   -4.000000 3
  10.000000   -4.000000 3
  12.000000   -4.000000 3
  14.000000   -4.000000 3
  16.000000   -4.000000 3
  18.000000   -4.000000 3
  20.000000   -4.000000 3
  22.000000   -4.000000 3
  24.000000   -4.000000 3
  26.000000   -4.000000 3
  28.000000   -4.000000 3
  30.000000   -4.000000 3
  32.000000   -4.000000 3
  34.000000   -4.000000 3
  36.000000   -4.000000 3
  38.000000   -4.000000 3
  40.000000   -4.000000 3
  42.000000   -4.000000 3
  44.000000   -4.000000 3
  46.000000   -4.000000 3
  48.000000   -4.000000 3
  50.000000   -4.000000 3
  52.000000   -4.000000 3
  54.000000   -4.000000 3
  56.000000   -4.000000 3
  58.000000   -4.000000 3
  60.000000   -4.000000 3
  62.000000   -4.000000 3
  64.000000   -4.000000 3
  66.000000   -4.000000 3
  68.000000   -4.000000 3
  70.000000   -4.000000 3
  72.000000   -4.000000 3
  74.000000   -4.000000 3
  76.000000   -4.000000 3
  78.000000   -4.000000 3
  80.000000   -4.000000 3
  82.000000   -4.000000 3
  84.000000   -4.000000 3
  86.000000   -4.000000 3
  88.000000   -4.000000 3
  90.000000   -4.000000 3
  92.000000   -4.000000 3
  94.000000   -4.000000 3
  96.000000   -4.000000 3
  98.000000   -4.000000 3
 100.000000   -4.000000 3
 102.000000   -4.000000 3
 104.000000   -4.000000 3
 106.000000   -4.000000 3
 108.000000   -4.000000 3
 110.000000   -4.000000 3
 112.000000   -4.000000 3
 114.000000   -4.000000 3
 116.000000   -4.000000 3
 118.000000   -4.000000 3
 120.000000   -4.000000 3
 122.000000   -4.000000 3
 124.000000   -4.000000 3
 126.000000   -4.000000 3
 128.000000   -4.000000 3
 130.000000   -4.000000 3
 132.000000   -4.000000 3
 134.000000   -4.000000 3
 136.000000   -4.000000 3
 138.000000   -4.000000 3
 140.000000   -4.000000 3
 142.000000   -4.000000 3
 144.000000   -4.000000 3
 146.000000   -4.000000 3
 148.000000   -4.000000 3
 150.000000   -4.000000 3
 152.000000   -4.000000 3
 154.000000   -4.000000 3
 156.000000   -4.000000 3
 158.000000   -4.000000 3
 160.000000   -4.000000 3
 162.000000   -4.000000 3
 164.000000   -4.000000 3
 166.000000   -4.000000 3
 168.000000   -4.000000 3
 170.000000   -4.000000 3
 172.000000   -4.000000 3
 174.000000   -4.000000 3
 176.000000   -4.000000 3
 178.000000   -4.000000 3
 180.000000   -4.000000 3 4
-180.000000   -2.000000 4
-178.000000   -2.000000 4
-176.000000   -2.000000 4
-174.000000   -2.000000 4
-172.000000   -2.000000 4
-170.000000   -2.000000 4
-168.000000   -2.000000 4
-166.000000   -2.000000 4
-164.000000   -2.000000 4
-162.000000   -2.000000 4
-160.000000   -2.000000 4
-158.000000   -2.000000 4
-156.000000   -2.000000 4
-154.000000   -2.000000 4
-152.000000   -2.000000 4
-150.000000   -2.000000 4
-148.000000   -2.000000 4
-146.000000   -2.000000 4
-144.000000   -2.000000 4
-142.000000   -2.000000 4
-140.000000   -2.000000 4
-138.000000   -2.000000 4
-136.000000   -2.000000 4
-134.000000   -2.000000 4
-132.000000   -2.000000 4
-130.000000   -2.000000 4
-128.000000   -2.000000 4
-126.000000   -2.000000 4
-124.000000   -2.000000 4
-122.000000   -2.000000 4
-120.000000   -2.000000 4
-118.000000   -2.000000 4
-116.000000   -2.000000 4
-114.000000   -2.000000 4
-112.000000   -2.000000 4
-110.000000   -2.000000 4
-108.000000   -2.000000 4
-106.000000   -2.000000 4
-104.000000   -2.000000 4
-102.000000   -2.000000 4
-100.000000   -2.000000 4
 -98.000000   -2.000000 4
 -96.000000   -2.000000 4
 -94.000000   -2.000000 4
 -92.000000   -2.000000 4
 -90.000000   -2.000000 4
 -88.000000   -2.000000 4
 -86.000000   -2.000000 4
 -84.000000   -2.000000 4
 -82.000000   -2.000000 4
 -80.000000   -2.000000 4
 -78.000000   -2.000000 4
 -76.000000   -2.000000 4
 -74.000000   -2.000000 4
 -72.000000   -2.000000 4
 -70.000000   -2.000000 4
 -68.000000   -2.000000 4
 -66.000000   -2.000000 4
 -64.000000   -2.000000 4
 -62.000000   -2.000000 4
 -60.000000   -2.000000 4
 -58.000000   -2.000000 4
 -56.000000   -2.000000 4
 -54.000000   -2.000000 4
 -52.000000   -2.000000 4
 -50.000000   -2.000000 4
 -48.000000   -2.000000 4
 -46.000000   -2.000000 4
 -44.000000   -2.000000 4
 -42.000000   -2.000000 4
 -40.000000   -2.000000 4
 -38.000000   -2.000000 4
 -36.000000   -2.000000 4
 -34.000000   -2.000000 4
 -32.000000   -2.000000 4
 -30.000000   -2.000000 4
 -28.000000   -2.000000 4
 -26.000000   -2.000000 4
 -24.000000   -2.000000 4
 -22.000000   -2.000000 4
 -20.000000   -2.000000 4
 -18.000000   -2.000000 4
 -16.000000   -2.000000 4
 -14.000000   -2.000000 4
 -12.000000   -2.000000 4
 -10.000000   -2.000000 4
  -8.000000   -2.000000 4
  -6.000000   -2.000000 4
  -4.000000   -2.000000 4
  -2.000000   -2.000000 4
   0.000000   -2.000000 3
   2.000000   -2.000000 3
   4.000000   -2.000000 3
   6.000000   -2.000000 3
   8.000000   -2.000000 3
  10.000000   -2.000000 3
  12.000000   -2.000000 3
  14.000000   -2.000000 3
  16.000000   -2.000000 3
  18.000000   -2.000000 3
  20.000000   -2.000000 3
  22.000000   -2.000000 3
  24.000000   -2.000000 3
  26.000000   -2.000000 3
  28.000000   -2.000000 3
  30.000000   -2.000000 3
  32.000000   -2.000000 3
  34.000000   -2.000000 3
  36.000000   -2.000000 3
  38.000000   -2.000000 3
  40.000000   -2.000000 3
  42.000000   -2.000000 3
  44.000000   -2.000000 3
  46.000000   -2.000000 3
  48.000000   -2.000000 3
  50.000000   -2.000000 3
  52.000000   -2.000000 3
  54.000000   -2.000000 3
  56.000000   -2.000000 3
  58.000000   -2.000000 3
  60.000000   -2.000000 3
  62.000000   -2.000000 3
  64.000000   -2.000000 3
  66.000000   -2.000000 3
  68.000000   -2.000000 3
  70.000000   -2.000000 3
  72.000000   -2.000000 3
  74.000000   -2.000000 3
  76.000000   -2.000000 3
  78.000000   -2.000000 3
  80.000000   -2.000000 3
  82.000000   -2.000000 3
  84.000000   -2.000000 3
  86.000000   -2.000000 3
  88.000000   -2.000000 3
  90.000000   -2.000000 3
  92.000000   -2.000000 3
  94.000000   -2.000000 3
  96.000000   -2.000000 3
  98.000000   -2.000000 3
 100.000000   -2.000000 3
 102.000000   -2.000000 3
 104.000000   -2.000000 3
 106.000000   -2.000000 3
 108.000000   -2.000000 3
 110.000000   -2.000000 3
 112.000000   -2.000000 3
 114.000000   -2.000000 3
 116.000000   -2.000000 3
 118.000000   -2.000000 3
 120.000000   -2.000000 3
 122.000000   -2.000000 3
 124.000000   -2.000000 3
 126.000000   -2.000000 3
 128.000000   -2.000000 3
 130.000000   -2.000000 3
 132.000000   -2.000000 3
 134.000000   -2.000000 3
 136.000000   -2.000000 3
 138.000000   -2.000000 3
 140.000000   -2.000000 3
 142.000000   -2.000000 3
 144.000000   -2.000000 3
 146.000000   -2.000000 3
 148.000000   -2.000000 3
 150.000000   -2.000000 3
 152.000000   -2.000000 3
 154.000000   -2.000000 3
 156.000000   -2.000000 3
 158.000000   -2.000000 3
 160.000000   -2.000000 3
 162.000000   -2.000000 3
 164.000000   -2.000000 3
 166.000000   -2.000000 3
 168.000000   -2.000000 3
 170.000000   -2.000000 3
 172.000000   -2.000000 3
 174.000000   -2.000000 3
 176.000000   -2.000000 3
 178.000000   -2.000000 3
 180.000000   -2.000000 3 4
-180.000000    0.000000 2
-178.000000    0.000000 2
-176.000000    0.000000 2
-174.000000    0.000000 2
-172.000000    0.000000 2
-170.000000    0.000000 2
-168.000000    0.000000 2
-166.000000    0.000000 2
-164.000000    0.000000 2
-162.000000    0.000000 2
-160.000000    0.000000 2
-158.000000    0.000000 2
-156.000000    0.000000 2
-154.000000    0.000000 2
-152.000000    0.000000 2
-150.000000    0.000000 2
-148.000000    0.000000 2
-146.000000    0.000000 2
-144.000000    0.000000 2
-142.000000    0.000000 2
-140.000000    0.000000 2
-138.000000    0.000000 2
-136.000000    0.000000 2
-134.000000    0.000000 2
-132.000000    0.000000 2
-130.000000    0.000000 2
-128.000000    0.000000 2
-126.000000    0.000000 2
-124.000000    0.000000 2
-122.000000    0.000000 2
-120.000000    0.000000 2
-118.000000    0.000000 2
-116.000000    0.000000 2
-114.000000    0.000000 2
-112.000000    0.000000 2
-110.000000    0.000000 2
-108.000000    0.000000 2
-106.000000    0.000000 2
-104.000000    0.000000 2
-102.000000    0.000000 2
-100.000000    0.000000 2
 -98.000000    0.000000 2
 -96.000000    0.000000 2
 -94.000000    0.000000 2
 -92.000000    0.000000 2
 -90.000000    0.000000 2
 -88.000000    0.000000 2
 -86.000000    0.000000 2
 -84.000000    0.000000 2
 -82.000000    0.000000 2
 -80.000000    0.000000 2
 -78.000000    0.000000 2
 -76.000000    0.000000 2
 -74.000000    0.000000 2
 -72.000000    0.000000 2
 -70.000000    0.000000 2
 -68.000000    0.000000 2
 -66.000000    0.000000 2
 -64.000000    0.000000 2
 -62.000000    0.000000 2
 -60.000000    0.000000 2
 -58.000000    0.000000 2
 -56.000000    0.000000 2
 -54.000000    0.000000 2
 -52.000000    0.000000 2
 -50.000000    0.000000 2
 -48.000000    0.000000 2
 -46.000000    0.000000 2
 -44.000000    0.000000 2
 -42.000000    0.000000 2
 -40.000000    0.000000 2
 -38.000000    0.000000 2
 -36.000000    0.000000 2
 -34.000000    0.000000 2
 -32.000000    0.000000 2
 -30.000000    0.000000 2
 -28.000000    0.000000 2
 -26.000000    0.000000 2
 -24.000000    0.000000 2
 -22.000000    0.000000 2
 -20.000000    0.000000 2
 -18.000000    0.000000 2
 -16.000000    0.000000 2
 -14.000000    0.000000 2
 -12.000000    0.000000 2
 -10.000000    0.000000 2
  -8.000000    0.000000 2
  -6.000000    0.000000 2
  -4.000000    0.000000 2
  -2.000000    0.000000 2
   0.000000    0.000000 1 2
   2.000000    0.000000 1
   4.000000    0.000000 1
   6.000000    0.000000 1
   8.000000    0.000000 1
  10.000000    0.000000 1
  12.000000    0.000000 1
  14.000000    0.000000 1
  16.000000    0.000000 1
  18.000000    0.000000 1
  20.000000    0.000000 1
  22.000000    0.000000 1
  24.000000    0.000000 1
  26.000000    0.000000 1
  28.000000    0.000000 1
  30.000000    0.000000 1
  32.000000    0.000000 1
  34.000000    0.000000 1
  36.000000    0.000000 1
  38.000000    0.000000 1
  40.000000    0.000000 1
  42.000000    0.000000 1
  44.000000    0.000000 1
  46.000000    0.000000 1
  48.000000    0.000000 1
  50.000000    0.000000 1
  52.000000    0.000000 1
  54.000000    0.000000 1
  56.000000    0.000000 1
  58.000000    0.000000 1
  60.000000    0.000000 1
  62.000000    0.000000 1
  64.000000    0.000000 1
  66.000000    0.000000 1
  68.000000    0.000000 1
  70.000000    0.000000 1
  72.000000    0.000000 1
  74.000000    0.000000 1
  76.000000    0.000000 1
  78.000000    0.000000 1
  80.000000    0.000000 1
  82.000000    0.000000 1
  84.000000    0.000000 1
  86.000000    0.000000 1
  88.000000    0.000000 1
  90.000000    0.000000 1
  92.000000    0.000000 1
  94.000000    0.000000 1
  96.000000    0.000000 1
  98.000000    0.000000 1
 100.000000    0.000000 1
 102.000000    0.000000 1
 104.000000    0.000000 1
 106.000000    0.000000 1
 108.000000    0.000000 1
 110.000000    0.000000 1
 112.000000    0.000000 1
 114.000000    0.000000 1
 116.000000    0.000000 1
 118.000000    0.000000 1
 120.000000    0.000000 1
 122.000000    0.000000 1
 124.000000    0.000000 1
 126.000000    0.000000 1
 128.000000    0.000000 1
 130.000000    0.000000 1
 132.000000    0.000000 1
 134.000000    0.000000 1
 136.000000    0.000000 1
 138.000000    0.000000 1
 140.000000    0.000000 1
 142.000000    0.000000 1
 144.000000    0.000000 1
 146.000000    0.000000 1
 148.000000    0.000000 1
 150.000000    0.000000 1
 152.000000    0.000000 1
 154.000000    0.000000 1
 156.000000    0.000000 1
 158.000000    0.000000 1
 160.000000    0.000000 1
 162.000000    0.000000 1
 164.000000    0.000000 1
 166.000000    0.000000 1
 168.000000    0.000000 1
 170.000000    0.000000 1
 172.000000    0.000000 1
 174.000000    0.000000 1
 176.000000    0.000000 1
 178.000000    0.000000 1
 180.000000    0.000000 1 2
-180.000000    2.000000 2
-178.000000    2.000000 2
-176.000000    2.000000 2
-174.000000    2.000000 2
-172.000000    2.000000 2
-170.000000    2.000000 2
-168.000000    2.000000 2
-166.000000    2.000000 2
-164.000000    2.000000 2
-162.000000    2.000000 2
-160.000000    2.000000 2
-158.000000    2.000000 2
-156.000000    2.000000 2
-154.000000    2.000000 2
-152.000000    2.000000 2
-150.000000    2.000000 2
-148.000000    2.000000 2
-146.000000    2.000000 2
-144.000000    2.000000 2
-142.000000    2.000000 2
-140.000000    2.000000 2
-138.000000    2.000000 2
-136.000000    2.000000 2
-134.000000    2.000000 2
-132.000000    2.000000 2
-130.000000    2.000000 2
-128.000000    2.000000 2
-126.000000    2.000000 2
-124.000000    2.000000 2
-122.000000    2.000000 2
-120.000000    2.000000 2
-118.000000    2.000000 2
-116.000000    2.000000 2
-114.000000    2.000000 2
-112.000000    2.000000 2
-110.000000    2.000000 2
-108.000000    2.000000 2
-106.000000    2.000000 2
-104.000000    2.000000 2
-102.000000    2.000000 2
-100.000000    2.000000 2
 -98.000000    2.000000 2
 -96.000000    2.000000 2
 -94.000000    2.000000 2
 -92.000000    2.000000 2
 -90.000000    2.000000 2
 -88.000000    2.000000 2
 -86.000000    2.000000 2
 -84.000000    2.000000 2
 -82.000000    2.000000 2
 -80.000000    2.000000 2
 -78.000000    2.000000 2
 -76.000000    2.000000 2
 -74.000000    2.000000 2
 -72.000000    2.000000 2
 -70.000000    2.000000 2
 -68.000000    2.000000 2
 -66.000000    2.000000 2
 -64.000000    2.000000 2
 -62.000000    2.000000 2
 -60.000000    2.000000 2
 -58.000000    2.000000 2
 -56.000000    2.000000 2
 -54.000000    2.000000 2
 -52.000000    2.000000 2
 -50.000000    2.000000 2
 -48.000000    2.000000 2
 -46.000000    2.000000 2
 -44.000000    2.000000 2
 -42.000000    2.000000 2
 -40.000000    2.000000 2
 -38.000000    2.000000 2
 -36.000000    2.000000 2
 -34.000000    2.000000 2
 -32.000000    2.000000 2
 -30.000000    2.000000 2
 -28.000000    2.000000 2
 -26.000000    2.000000 2
 -24.000000    2.000000 2
 -22.000000    2.000000 2
 -20.000000    2.000000 2
 -18.000000    2.000000 2
 -16.000000    2.000000 2
 -14.000000    2.000000 2
 -12.000000    2.000000 2
 -10.000000    2.000000 2
  -8.000000    2.000000 2
  -6.000000    2.000000 2
  -4.000000    2.000000 2
  -2.000000    2.000000 2
   0.000000    2.000000 1
   2.000000    2.000000 1
   4.000000    2.000000 1
   6.000000    2.000000 1
   8.000000    2.000000 1
  10.000000    2.000000 1
  12.000000    2.000000 1
  14.000000    2.000000 1
  16.000000    2.000000 1
  18.000000    2.000000 1
  20.000000    2.000000 1
  22.000000    2.000000 1
  24.000000    2.000000 1
  26.000000    2.000000 1
  28.000000    2.000000 1
  30.000000    2.000000 1
  32.000000    2.000000 1
  34.000000    2.000000 1
  36.000000    2.000000 1
  38.000000    2.000000 1
  40.000000    2.000000 1
  42.000000    2.000000 1
  44.000000    2.000000 1
  46.000000    2.000000 1
  48.000000    2.000000 1
  50.000000    2.000000 1
  52.000000    2.000000 1
  54.000000    2.000000 1
  56.000000    2.000000 1
  58.000000    2.000000 1
  60.000000    2.000000 1
  62.000000    2.000000 1
  64.000000    2.000000 1
  66.000000    2.000000 1
  68.000000    2.000000 1
  70.000000    2.000000 1
  72.000000    2.000000 1
  74.000000    2.000000 1
  76.000000    2.000000 1
  78.000000    2.000000 1
  80.000000    2.000000 1
  82.000000    2.000000 1
  84.000000    2.000000 1
  86.000000    2.000000 1
  88.000000    2.000000 1
  90.000000    2.000000 1
  92.000000    2.000000 1
  94.000000    2.000000 1
  96.000000    2.000000 1
  98.000000    2.000000 1
 100.000000    2.000000 1
 102.000000    2.000000 1
 104.000000    2.000000 1
 106.000000    2.000000 1
 108.000000    2.000000 1
 110.000000    2.000000 1
 112.000000    2.000000 1
 114.000000    2.000000 1
 116.000000    2.000000 1
 118.000000    2.000000 1
 120.000000    2.000000 1
 122.000000    2.000000 1
 124.000000    2.000000 1
 126.000000    2.000000 1
 128.000000    2.000000 1
 130.000000    2.000000 1
 132.000000    2.000000 1
 134.000000    2.000000 1
 136.000000    2.000000 1
 138.000000    2.000000 1
 140.000000    2.000000 1
 142.000000    2.000000 1
 144.000000    2.000000 1
 146.000000    2.000000 1
 148.000000    2.000000 1
 150.000000    2.000000 1
 152.000000    2.000000 1
 154.000000    2.000000 1
 156.000000    2.000000 1
 158.000000    2.000000 1
 160.000000    2.000000 1
 162.000000    2.000000 1
 164.000000    2.000000 1
 166.000000    2.000000 1
 168.000000    2.000000 1
 170.000000    2.000000 1
 172.000000    2.000000 1
 174.000000    2.000000 1
 176.000000    2.000000 1
 178.000000    2.000000 1
 180.000000    2.000000 1 2
-180.000000    4.000000 1 2
-178.000000    4.000000 2
-176.000000    4.000000 2
-174.000000    4.000000 2
-172.000000    4.000000 2
-170.000000    4.000000 2
-168.000000    4.000000 2
-166.000000    4.000000 2
-164.000000    4.000000 2
-162.000000    4.000000 2
-160.000000    4.000000 2
-158.000000    4.000000 2
-156.000000    4.000000 2
-154.000000    4.000000 2
-152.000000    4.000000 2
-150.000000    4.000000 2
-148.000000    4.000000 2
-146.000000    4.000000 2
-144.000000    4.000000 2
-142.000000    4.000000 2
-140.000000    4.000000 2
-138.000000    4.000000 2
-136.000000    4.000000 2
-134.000000    4.000000 2
-132.000000    4.000000 2
-130.000000    4.000000 2
-128.000000    4.000000 2
-126.000000    4.000000 2
-124.000000    4.000000 2
-122.000000    4.000000 2
-120.000000    4.000000 2
-118.000000    4.000000 2
-116.000000    4.000000 2
-114.000000    4.000000 2
-112.000000    4.000000 2
-110.000000    4.000000 2
-108.000000    4.000000 2
-106.000000    4.000000 2
-104.000000    4.000000 2
-102.000000    4.000000 2
-100.000000    4.000000 2
 -98.000000    4.000000 2
 -96.000000    4.000000 2
 -94.000000    4.000000 2
 -92.000000    4.000000 2
 -90.000000    4.000000 2
 -88.000000    4.000000 2
 -86.000000    4.000000 2
 -84.000000    4.000000 2
 -82.000000    4.000000 2
 -80.000000    4.000000 2
 -78.000000    4.000000 2
 -76.000000    4.000000 2
 -74.000000    4.000000 2
 -72.000000    4.000000 2
 -70.000000    4.000000 2
 -68.000000    4.000000 2
 -66.000000    4.000000 2
 -64.000000    4.000000 2
 -62.000000    4.000000 2
 -60.000000    4.000000 2
 -58.000000    4.000000 2
 -56.000000    4.000000 2
 -54.000000    4.000000 2
 -52.000000    4.000000 2
 -50.000000    4.000000 2
 -48.000000    4.000000 2
 -46.000000    4.000000 2
 -44.000000    4.000000 2
 -42.000000    4.000000 2
 -40.000000    4.000000 2
 -38.000000    4.000000 2
 -36.000000    4.000000 2
 -34.000000    4.000000 2
 -32.000000    4.000000 2
 -30.000000    4.000000 2
 -28.000000    4.000000 2
 -26.000000    4.000000 2
 -24.000000    4.000000 2
 -22.000000    4.000000 2
 -20.000000    4.000000 2
 -18.000000    4.000000 2
 -16.000000    4.000000 2
 -14.000000    4.000000 2
 -12.000000    4.000000 2
 -10.000000    4.000000 2
  -8.000000    4.000000 2
  -6.000000    4.000000 2
  -4.000000    4.000000 2
  -2.000000    4.000000 2
   0.000000    4.000000 1 2
   2.000000    4.000000 1
   4.000000    4.000000 1
   6.000000    4.000000 1
   8.000000    4.000000 1
  10.000000    4.000000 1
  12.000000    4.000000 1
  14.000000    4.000000 1
  16.000000    4.000000 1
  18.000000    4.000000 1
  20.000000    4.000000 1
  22.000000    4.000000 1
  24.000000    4.000000 1
  26.000000    4.000000 1
  28.000000    4.000000 1
  30.000000    4.000000 1
  32.000000    4.000000 1
  34.000000    4.000000 1
  36.000000    4.000000 1
  38.000000    4.000000 1
  40.000000    4.000000 1
  42.000000    4.000000 1
  44.000000    4.000000 1
  46.000000    4.000000 1
  48.000000    4.000000 1
  50.000000    4.000000 1
  52.000000    4.000000 1
  54.000000    4.000000 1
  56.000000    4.000000 1
  58.000000    4.000000 1
  60.000000    4.000000 1
  62.000000    4.000000 1
  64.000000    4.000000 1
